Dataset,Method,Accuracy,F1_Score,Precision,Recall,N_itters,N_queries
MED Under Sampled,XGBoost - AL - Query By Committee,0.9504946996466432,0.6461227582722909,0.7189432265317595,0.5866972477064221,15,100
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,15,100
MED Normal,XGBoost - AL - Query By Committee,0.9234982332155476,0.663872069554417,0.5017601501994837,0.9807339449541284,15,100
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,15,100
MED Over Sampled,XGBoost - SSL - Self Training,0.942296819787986,0.7183997240903605,0.5755733628074053,0.9555045871559632,15,100
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,15,100
MED Under Sampled,XGBoost - SSL - Self Training,0.9676678445229682,0.8040265581494966,0.7541181197267979,0.8610091743119266,15,100
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,15,100
MED Normal,XGBoost - SSL - Self Training,0.9260070671378092,0.6677245318946367,0.5104318292091218,0.9651376146788992,15,100
MED Over Sampled,XGBoost - Fine Tuned,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,15,100
MED Over Sampled,XGBoost - SSL - Co Training,0.9150883392226148,0.6366248298805384,0.474847732912249,0.9655963302752294,15,100
MED Under Sampled,XGBoost - Fine Tuned,0.9658303886925796,0.7913700107874865,0.7470468431771894,0.8412844036697248,15,100
MED Under Sampled,XGBoost - SSL - Co Training,0.9618374558303888,0.7602131438721137,0.7366609294320138,0.7853211009174312,15,100
MED Normal,XGBoost - Fine Tuned,0.926713780918728,0.6717315606204495,0.5128081198646689,0.973394495412844,15,100
MED Normal,XGBoost - SSL - Co Training,0.9254416961130744,0.6661392405063291,0.5084541062801933,0.9655963302752294,15,100
